,doc1,doc2,doc3,doc4,doc5,doc6,doc7,doc8,doc9,doc10,doc11,doc12,doc13,doc14,doc15,doc16,doc17,doc18,doc19,doc20
dullest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dullness,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dull—,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
duly,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dumb,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0
dumbly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dumfound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dummy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dumped,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dumps.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dun-colored,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
duplicity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
duration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
during,1,1,0,1,8,1,6,3,8,5,3,11,6,8,4,5,22,10,31,20
dusk,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2
dust,0,0,1,0,0,2,0,0,1,0,0,1,1,0,1,7,3,5,0,0
dust-stained,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dusty,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,2,4,1,0
duties,2,0,1,1,3,0,0,2,0,1,1,3,1,0,1,0,1,2,1,3
duties.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
dutiful,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dutifully,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
duty,1,1,3,1,4,6,7,2,6,3,3,12,2,0,6,3,2,6,6,4
duty.,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
duty—Germans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dwagging,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dwarfs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dwell,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0
dwelling,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
dwelt,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
dwindled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dwink,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dwive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dwown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dwy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dyed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dying,1,1,0,3,13,1,0,1,1,8,4,0,1,0,0,1,1,4,11,7
dying—first,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dynasty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dysentery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
début,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
détruite,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
each,6,0,1,1,7,6,10,7,7,7,8,9,13,6,8,3,14,7,8,15
eager,1,1,2,0,2,2,2,1,3,2,0,0,4,1,1,0,0,3,1,2
eagerly,2,0,0,0,2,0,2,1,2,2,0,0,2,0,3,5,6,3,0,1
eagerness,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
eagle,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1
eagles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ear,0,0,0,0,0,2,1,0,3,0,1,1,1,1,3,0,5,1,1,0
earlier,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0
earliest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
early,0,0,1,0,0,2,2,1,2,1,0,3,4,2,5,3,3,2,7,4
earn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
earned,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
earnest,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0
earnestly,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
earnestness,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
earning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
earrings,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ears,0,0,0,2,0,1,2,0,5,2,1,0,14,3,0,2,2,2,0,3
earth,1,0,0,0,1,0,3,2,0,1,6,2,6,2,3,2,14,0,4,3
earth.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
earthen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
earthly,0,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0,3,0
earthwork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
earthworks,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
earth—to,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ease,0,0,2,1,2,1,1,0,1,3,1,3,2,3,3,0,2,2,4,2
easier,0,0,0,2,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0
easiest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
easily,0,2,0,2,2,4,1,0,2,1,1,3,2,4,1,2,4,3,5,2
easing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
east,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,1,3
eastwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
easy,1,2,0,0,4,2,3,0,2,3,3,1,2,2,4,1,2,1,7,4
easygoing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eat,1,0,0,0,1,0,3,0,1,1,1,3,1,2,3,1,4,5,6,7
eat.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
eaten,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2,2
eaters,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
eating,0,0,0,0,0,2,3,0,1,0,0,2,0,1,0,1,2,2,2,0
eating.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eats,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ebb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eccentric,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
eccentricities,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ecclesiastical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
echelons.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
echo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
echoes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
echoing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
eclipsed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
eclipses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
economical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
economized,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
economy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ecstasies,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ecstasy,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0
ecstatic,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,2,1,0,2
ecstatically,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0
eddied,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
eddying,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edge,0,0,0,0,0,0,0,0,0,2,0,2,6,3,1,0,4,0,1,8
edged,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
edifice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
edifices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
edifying,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
editor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
educated,2,2,0,0,1,1,0,0,2,0,1,0,1,0,1,0,1,1,0,0
education,1,3,0,0,1,0,0,0,1,0,1,3,3,0,0,0,0,0,5,0
educational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
efface,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
effaced,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
effacing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
effect,4,1,1,0,1,2,2,1,2,1,4,3,2,2,6,5,4,3,5,8
effected,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
effecting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
effective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
effectively,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
effects,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
effects—the,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
efficacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
effort,0,2,0,2,2,0,1,0,3,3,3,1,2,3,2,7,13,5,10,10
effort.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
efforts,0,0,0,0,2,0,0,0,1,2,3,2,2,0,1,3,5,6,7,3
efforts—which,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
effrayée,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
effrontery,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
egg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
egged,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eggs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
eggshell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
egotism,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1
egotistic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
egotists,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eh,0,0,0,1,2,0,1,1,1,2,0,0,8,2,2,3,2,2,1,2
eight,0,1,0,0,0,0,2,0,2,1,4,4,4,1,1,4,5,2,3,1
eight-page,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
eighteen,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,1,1,1
eighteenth,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eighth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1
eighty,0,1,0,0,0,0,0,0,2,1,0,1,1,0,1,0,2,0,0,1
ein,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
either,2,1,1,1,1,1,6,3,7,3,3,6,6,11,4,3,15,11,8,9
either.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
ejaculated,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0
ejaculating,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
elaborate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
elapsed,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
elastic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
elasticity,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
elated,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0
elation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
elbow,0,1,1,2,1,0,0,1,0,2,0,0,2,4,1,0,1,4,3,3
elbowing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
elbows,0,1,1,0,1,1,0,0,3,1,0,1,0,2,0,4,2,3,0,0
elbow—as,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
elder,1,1,2,1,0,0,0,0,0,2,0,2,2,0,0,1,0,0,0,5
elderly,5,0,2,0,1,0,0,3,0,2,0,1,2,2,0,0,3,1,1,0
elders,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1
eldest,0,2,5,1,9,0,0,2,0,0,0,1,0,1,0,0,2,0,0,1
elected,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
election,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
electric,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
elegance,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
elegant,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0
elegantly,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0
element,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
elemental,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
elementary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
elements,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0
elements—sulphur,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
elephant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
elevate,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
elevated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
elevates,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elevating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
elevation—the,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
eleven,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0
eleventh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1
elicited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
elided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
eligible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
elite,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elocution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
elongated,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
elope,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0
elopement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
elopements,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
eloquence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
eloquent,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0
eloquently,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
else,4,2,1,1,2,5,2,6,5,8,8,8,13,5,10,7,11,13,14,11
else.,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
elsewhere,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0
elsewhere—at,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
else—formed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
else—he,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
else—in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
else—something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
elucidate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
em,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
emaciated,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
emaciation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
emanated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
emanating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
emancipation,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
embankment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
embankments,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
embarrassed,0,0,0,0,0,0,0,2,0,1,3,1,4,1,0,2,0,1,0,1
embarrassing,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
embarrassment,0,1,1,0,0,0,0,0,1,1,3,2,1,1,3,0,1,1,0,1
embarrassments,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
embassage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
embassy,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0
embers,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
embezzlement,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
embittered,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
emblem,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
embodying,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
embossed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
embrace,0,0,1,0,1,0,1,0,1,0,0,3,1,2,0,0,0,0,1,1
embraced,0,0,1,0,2,0,0,1,2,2,2,3,4,6,1,1,3,5,2,3
embraces,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
embracing,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,3
embroidered,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
embroidering,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
embroidery,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
emerge,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
emerged,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,1,1,0
emerges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
emerging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1
emigrant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
emigrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
emissary,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
emitted,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
emitting,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
emotion,0,0,0,1,1,0,0,0,2,1,1,0,0,1,2,3,2,2,3,4
emotional,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
emotions,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0
empereur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
emperor,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
emphasis,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0
emphasize,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
emphasized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
emphasizing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
emphatic,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
emphatically,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
empire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,2,0
employ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
employed,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,2,0,2,3
employer,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
employing,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
employment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
emptied,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,3,0,0
emptiest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
emptiness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
empty,0,1,0,0,1,2,1,0,0,2,4,1,1,4,2,0,1,12,2,1
empty-handed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
empty.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emptying,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
emulating,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
emulation,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
en,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,2,0,0,3
enable,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
enabled,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0
enabling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
encamped,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0
encampment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
enchanted,1,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0
enchanting,1,0,0,0,0,0,0,0,3,1,0,0,0,5,0,0,2,3,2,0
enchantment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
enchantress,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
enclosed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
enclosure,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
enclosures,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
encompass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
encounter,0,0,0,0,0,3,2,0,2,0,0,0,3,1,3,1,1,0,1,2
encountered,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0
encountering,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
encounters,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
encourage,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
encouraged,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
encouragement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
encouraging,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
encumbered,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
encumbering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
end,1,0,3,8,4,5,2,6,4,6,11,17,10,3,10,15,19,16,16,14
end.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
endanger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
endearment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
endearments,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
endeavor,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
endeavors,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ended,2,1,0,2,0,0,2,0,0,2,2,1,1,0,3,0,2,0,1,3
ending,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,1,0
endless,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,4,0
endless.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
endorsed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
endowed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ends,0,0,0,0,0,0,1,0,1,1,2,0,1,2,0,0,1,1,0,0
endurance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
endurance—acknowledged,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
endure,1,0,0,0,2,1,1,0,1,1,2,0,3,1,0,0,0,1,3,0
endured,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
enduring,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
end—but,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
enemies,0,0,0,0,0,0,1,0,1,1,0,1,2,0,7,1,2,1,2,0
enemy,0,0,0,0,1,24,17,13,37,3,11,4,3,3,17,30,44,12,22,19
enemy—that,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
enemy—with,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
